ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7934301	3.46e-03	1.94e-03	3.304826	-2.087682	0.457843	ECD	ecdysoneless cell cycle regulator
7905548	3.46e-03	1.94e-03	-3.304409	-2.088791	-0.366576	SPRR3	small proline rich protein 3
8000616	3.46e-03	1.95e-03	-3.30425	-2.089214	-0.301457	RABEP2	rabaptin, RAB GTPase binding effector protein 2
8098789	3.46e-03	1.95e-03	3.304169	-2.08943	0.343186	GAK	cyclin G associated kinase
8041553	3.47e-03	1.95e-03	3.303803	-2.090403	0.424759	GEMIN6	gem nuclear organelle associated protein 6
7942204	3.47e-03	1.95e-03	3.30337	-2.091555	0.389376	CTTN	cortactin
8156581	3.47e-03	1.95e-03	3.303137	-2.092176	0.295189	ERCC6L2	ERCC excision repair 6 like 2
7994052	3.48e-03	1.96e-03	-3.302588	-2.093636	-0.324446	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2
8138662	3.48e-03	1.96e-03	-3.302489	-2.093901	-0.632607	NPVF	neuropeptide VF precursor
8092295	3.48e-03	1.96e-03	-3.302265	-2.094495	-0.312524	CCDC39	coiled-coil domain containing 39
8112920	3.49e-03	1.96e-03	-3.301414	-2.096759	-0.39471	ACOT12	acyl-CoA thioesterase 12
8061504	3.49e-03	1.96e-03	-3.301266	-2.097155	-0.922647	DEFB115	defensin beta 115
7954899	3.49e-03	1.96e-03	3.301056	-2.097712	1.476924	CNTN1	contactin 1
8013804	3.49e-03	1.96e-03	-3.300981	-2.097911	-0.246495	DHRS13	dehydrogenase/reductase 13
8066697	3.49e-03	1.97e-03	3.300487	-2.099226	0.357051	SLC35C2	solute carrier family 35 member C2
8136539	3.49e-03	1.97e-03	3.300474	-2.099262	0.359313	C7orf55-LUC7L2///LUC7L2	C7orf55-LUC7L2 readthrough///LUC7 like 2, pre-mRNA splicing factor
8037737	3.50e-03	1.97e-03	-3.300189	-2.100019	-0.317193	NOVA2	NOVA alternative splicing regulator 2
7903972	3.50e-03	1.97e-03	3.299898	-2.100793	0.497363	ATP5F1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1
8162514	3.51e-03	1.97e-03	-3.299195	-2.102662	-0.353098	FANCC	Fanconi anemia complementation group C
8013812	3.51e-03	1.97e-03	3.299089	-2.102945	0.415697	PHF12	PHD finger protein 12
8127446	3.52e-03	1.98e-03	-3.297779	-2.106428	-0.404667	COL9A1	collagen type IX alpha 1 chain
8118007	3.52e-03	1.98e-03	3.297641	-2.106794	0.278293	GTF2H4	general transcription factor IIH subunit 4
8168678	3.52e-03	1.98e-03	-3.29755	-2.107035	-0.364101	FAM133A	family with sequence similarity 133 member A
8064676	3.52e-03	1.98e-03	-3.297391	-2.107458	-0.289244	GFRA4	GDNF family receptor alpha 4
8142110	3.53e-03	1.99e-03	3.296907	-2.108745	0.465183	SYPL1	synaptophysin like 1
7909350	3.53e-03	1.99e-03	-3.296334	-2.110268	-0.416291	CR2	complement component 3d receptor 2
8030972	3.53e-03	1.99e-03	-3.29627	-2.110439	-0.417094	VN1R2	vomeronasal 1 receptor 2
7908672	3.53e-03	1.99e-03	-3.296209	-2.110599	-0.31194	PKP1	plakophilin 1
8093807	3.53e-03	1.99e-03	-3.295918	-2.111372	-0.245965	DOK7	docking protein 7
7940749	3.55e-03	2.00e-03	-3.294856	-2.114196	-0.464569	SLC22A9	solute carrier family 22 member 9
8048452	3.55e-03	2.00e-03	-3.294578	-2.114933	-0.271911	WNT10A	Wnt family member 10A
8014144	3.55e-03	2.00e-03	-3.294085	-2.116245	-0.242828	ASIC2	acid sensing ion channel subunit 2
7907079	3.55e-03	2.00e-03	3.293824	-2.116937	0.546073	RCSD1	RCSD domain containing 1
8065416	3.56e-03	2.01e-03	-3.293316	-2.118287	-0.534502	CST2	cystatin SA
8027222	3.56e-03	2.01e-03	-3.293175	-2.118662	-0.322418	CILP2	cartilage intermediate layer protein 2
8030939	3.56e-03	2.01e-03	-3.293118	-2.118813	-0.30112	ZNF534	zinc finger protein 534
7977584	3.56e-03	2.01e-03	3.29293	-2.119313	0.228794	TMEM55B	transmembrane protein 55B
7904000	3.56e-03	2.01e-03	3.292722	-2.119865	0.428929	DDX20	DEAD-box helicase 20
8138912	3.57e-03	2.01e-03	3.292336	-2.120889	0.636991	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
8069541	3.57e-03	2.01e-03	3.2919	-2.122048	1.04591	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
7973056	3.57e-03	2.02e-03	3.291738	-2.122478	0.449931	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
8130608	3.57e-03	2.02e-03	-3.29169	-2.122605	-0.539193	LPA	lipoprotein(a)
7913883	3.58e-03	2.02e-03	3.291398	-2.123382	0.317428	PAFAH2	platelet activating factor acetylhydrolase 2
7976976	3.58e-03	2.02e-03	3.290621	-2.125445	0.396663	TECPR2	tectonin beta-propeller repeat containing 2
7921434	3.59e-03	2.03e-03	3.290079	-2.126883	0.534043	AIM2	absent in melanoma 2
7964602	3.59e-03	2.03e-03	-3.289976	-2.127156	-0.563511	LRIG3///LRIG3	leucine rich repeats and immunoglobulin like domains 3///leucine rich repeats and immunoglobulin like domains 3
8138789	3.59e-03	2.03e-03	3.289566	-2.128246	0.381132	JAZF1	JAZF zinc finger 1
7997962	3.59e-03	2.03e-03	-3.289438	-2.128586	-0.27872	DPEP1	dipeptidase 1 (renal)
8058524	3.60e-03	2.03e-03	-3.289213	-2.129183	-0.252499	CRYGC	crystallin gamma C
7900167	3.60e-03	2.03e-03	-3.288867	-2.130101	-0.486944	CDCA8	cell division cycle associated 8
7973067	3.60e-03	2.03e-03	-3.288521	-2.131018	-1.119177	PNP	purine nucleoside phosphorylase
7960702	3.61e-03	2.04e-03	-3.288028	-2.132326	-0.492109	CDCA3	cell division cycle associated 3
8109938	3.61e-03	2.04e-03	3.287833	-2.132846	0.717462	RANBP17	RAN binding protein 17
7916077	3.61e-03	2.04e-03	3.287781	-2.132982	0.442964	NRDC	nardilysin convertase
8045018	3.61e-03	2.04e-03	-3.2877	-2.133198	-0.26692	PROC	protein C, inactivator of coagulation factors Va and VIIIa
7951165	3.61e-03	2.04e-03	-3.287146	-2.134668	-0.309937	PGR	progesterone receptor
8153175	3.61e-03	2.04e-03	3.287	-2.135054	0.345371	TRAPPC9	trafficking protein particle complex 9
7985695	3.62e-03	2.04e-03	3.286917	-2.135275	0.376779	AKAP13	A-kinase anchoring protein 13
8087935	3.62e-03	2.05e-03	-3.286367	-2.136734	-0.501173	NT5DC2	5'-nucleotidase domain containing 2
8023561	3.62e-03	2.05e-03	3.286168	-2.137263	0.665051	LMAN1	lectin, mannose binding 1
7910217	3.62e-03	2.05e-03	-3.286109	-2.137419	-0.238594	WNT3A	Wnt family member 3A
7943803	3.62e-03	2.05e-03	3.285974	-2.137776	0.490764	DIXDC1	DIX domain containing 1
7943749	3.62e-03	2.05e-03	3.285938	-2.137873	0.924023	LAYN	layilin
8024078	3.62e-03	2.05e-03	-3.285917	-2.137928	-0.253565	ARID3A	AT-rich interaction domain 3A
8084589	3.63e-03	2.05e-03	3.285215	-2.139789	0.371186	MAP3K13	mitogen-activated protein kinase kinase kinase 13
8171222	3.63e-03	2.06e-03	3.284682	-2.141204	0.449138	PUDP	pseudouridine 5'-phosphatase
8086981	3.63e-03	2.06e-03	-3.28467	-2.141237	-0.391138	UCN2	urocortin 2
8021653	3.64e-03	2.06e-03	3.284551	-2.141551	0.367371	SERPINB8	serpin family B member 8
7951695	3.64e-03	2.06e-03	-3.283825	-2.143476	-0.720568	PLET1	placenta expressed transcript 1
7991126	3.66e-03	2.07e-03	3.2825	-2.146989	0.301221	WDR73	WD repeat domain 73
8040249	3.66e-03	2.07e-03	-3.282046	-2.148194	-0.297374	ATP6V1C2	ATPase H+ transporting V1 subunit C2
8158123	3.66e-03	2.07e-03	3.281943	-2.148468	0.283213	FPGS	folylpolyglutamate synthase
7950524	3.66e-03	2.07e-03	3.281863	-2.148678	0.416745	MAP6	microtubule associated protein 6
8071212	3.67e-03	2.08e-03	-3.281447	-2.149781	-0.610166	CDC45	cell division cycle 45
7935528	3.67e-03	2.08e-03	3.281211	-2.150406	0.90285	SFRP5	secreted frizzled related protein 5
7913547	3.68e-03	2.08e-03	-3.280375	-2.152624	-0.301154	WNT4	Wnt family member 4
8046628	3.68e-03	2.08e-03	3.280326	-2.152754	0.374149	RBM45	RNA binding motif protein 45
8175039	3.68e-03	2.08e-03	-3.280124	-2.153288	-0.456743	ELF4	E74 like ETS transcription factor 4
8142685	3.68e-03	2.08e-03	-3.280051	-2.153482	-0.387275	TMEM229A	transmembrane protein 229A
7956670	3.68e-03	2.08e-03	3.279972	-2.153691	0.415061	USP15	ubiquitin specific peptidase 15
7982294	3.68e-03	2.09e-03	-3.279646	-2.154555	-0.333891	LOC100288637///OTUD7A	OTU deubiquitinase 7A pseudogene///OTU deubiquitinase 7A
8131519	3.68e-03	2.09e-03	3.279548	-2.154815	0.462288	PHF14	PHD finger protein 14
8028213	3.68e-03	2.09e-03	3.279347	-2.155348	0.332652	ZNF568	zinc finger protein 568
7958942	3.69e-03	2.09e-03	-3.279123	-2.155941	-0.259514	CFAP73	cilia and flagella associated protein 73
7948379	3.69e-03	2.09e-03	3.278997	-2.156274	0.301556	OSBP	oxysterol binding protein
8123176	3.69e-03	2.09e-03	-3.278646	-2.157204	-0.251641	MAS1	MAS1 proto-oncogene, G protein-coupled receptor
8131475	3.69e-03	2.09e-03	3.278464	-2.157686	0.758986	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
8167656	3.69e-03	2.09e-03	3.278293	-2.15814	0.615617	MAGED1	MAGE family member D1
8086201	3.69e-03	2.09e-03	3.278245	-2.158266	0.290866	ACAA1	acetyl-CoA acyltransferase 1
8000310	3.69e-03	2.09e-03	-3.278204	-2.158375	-0.170467	EARS2	glutamyl-tRNA synthetase 2, mitochondrial
7992973	3.69e-03	2.09e-03	3.278143	-2.158536	0.307792	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3
8016909	3.69e-03	2.10e-03	3.278067	-2.158737	0.312634	MKS1	Meckel syndrome, type 1
7916356	3.70e-03	2.10e-03	3.27738	-2.160558	0.666565	HSPB11	heat shock protein family B (small) member 11
7905746	3.70e-03	2.10e-03	-3.276971	-2.161641	-0.390934	AQP10	aquaporin 10
8110430	3.71e-03	2.10e-03	-3.276779	-2.162148	-0.364021	N4BP3	NEDD4 binding protein 3
7913415	3.71e-03	2.10e-03	3.276613	-2.162591	0.407102	USP48	ubiquitin specific peptidase 48
8007169	3.71e-03	2.10e-03	-3.276515	-2.162848	-0.509122	KLHL10	kelch like family member 10
7950899	3.71e-03	2.10e-03	3.276397	-2.163161	0.48416	RAB38	RAB38, member RAS oncogene family
8128394	3.72e-03	2.11e-03	3.275776	-2.164807	0.440154	PNISR	PNN interacting serine and arginine rich protein
8124648	3.72e-03	2.11e-03	-3.275638	-2.165171	-0.73679	MAS1L///MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor///MAS1 proto-oncogene like, G protein-coupled receptor
7950036	3.72e-03	2.11e-03	-3.275193	-2.16635	-0.311132	FGF3	fibroblast growth factor 3
8006706	3.72e-03	2.11e-03	-3.274769	-2.167472	-0.487165	C17orf78	chromosome 17 open reading frame 78
8092905	3.73e-03	2.12e-03	3.273834	-2.169947	0.392976	LSG1	large 60S subunit nuclear export GTPase 1
7934156	3.74e-03	2.12e-03	-3.27334	-2.171254	-0.298505	NODAL	nodal growth differentiation factor
7906107	3.74e-03	2.13e-03	-3.273004	-2.172144	-0.336217	SEMA4A	semaphorin 4A
7900683	3.75e-03	2.13e-03	-3.272676	-2.173011	-0.305991	MPL	MPL proto-oncogene, thrombopoietin receptor
8028778	3.75e-03	2.13e-03	-3.272601	-2.173211	-0.217967	MAP3K10	mitogen-activated protein kinase kinase kinase 10
8092750	3.75e-03	2.13e-03	3.272471	-2.173554	0.747704	FGF12	fibroblast growth factor 12
7965123	3.75e-03	2.13e-03	3.272256	-2.174124	0.524788	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
