geo_id,gene_symbol,logFC,p_value,adj_p_value,t_stat,regulation
GSE39645,SLC35E3,1.004131,3.94E-11,1.96E-09,8.818422,Up
GSE39645,SYNJ2,-1.324155,3.99E-11,1.98E-09,-8.813924,Down
GSE39645,SNCA,1.78556,4.05E-11,2E-09,8.80944,Up
GSE39645,XPC,0.988815,4.13E-11,2.03E-09,8.803213,Up
GSE39645,UXS1,1.434492,4.23E-11,2.07E-09,8.795512,Up
GSE39645,AXIN2,-0.6205,4.24E-11,2.07E-09,-8.795155,Down
GSE39645,BEX1,2.307568,4.31E-11,2.1E-09,8.789844,Up
GSE39645,SH3BP2,0.8099,4.32E-11,2.11E-09,8.788779,Up
GSE39645,SFXN3,0.857206,4.39E-11,2.13E-09,8.783645,Up
GSE39645,CASP1,1.601213,4.53E-11,2.19E-09,8.774026,Up
GSE39645,WSB1,1.3863,4.56E-11,2.2E-09,8.771463,Up
GSE39645,CX3CL1,-0.928267,4.59E-11,2.21E-09,-8.769608,Down
GSE39645,CD151,1.105855,4.64E-11,2.23E-09,8.766404,Up
GSE39645,FAM63A,1.435251,4.82E-11,2.31E-09,8.754286,Up
GSE39645,PARP14,1.482759,4.83E-11,2.31E-09,8.753155,Up
GSE39645,MAST4,-0.791702,4.91E-11,2.34E-09,-8.748496,Down
GSE39645,TK2,0.803247,4.95E-11,2.35E-09,8.745681,Up
GSE39645,KAT2B,1.474406,4.96E-11,2.35E-09,8.745156,Up
GSE39645,DCX,-1.305337,5.05E-11,2.39E-09,-8.73917,Down
GSE39645,CSF1R,1.987261,5.1E-11,2.4E-09,8.736022,Up
GSE39645,UPRT,1.01497,5.11E-11,2.4E-09,8.735444,Up
GSE39645,TP53INP1,1.225111,5.18E-11,2.43E-09,8.731095,Up
GSE39645,SP110,1.103509,5.22E-11,2.44E-09,8.728996,Up
GSE39645,BPGM,1.157006,5.28E-11,2.46E-09,8.725387,Up
GSE39645,CX3CR1,2.401112,5.3E-11,2.46E-09,8.724227,Up
GSE39645,ENDOD1,1.277653,5.46E-11,2.53E-09,8.71449,Up
GSE39645,GALC,1.094839,5.52E-11,2.55E-09,8.711318,Up
GSE39645,MS4A6A,2.131779,5.54E-11,2.55E-09,8.709884,Up
GSE39645,AFF2,-0.901698,5.54E-11,2.55E-09,-8.709769,Down
GSE39645,DDHD2,1.305455,5.67E-11,2.59E-09,8.702613,Up
GSE39645,MINOS1-NBL1///NBL1,-0.807799,5.67E-11,2.59E-09,-8.702517,Down
GSE39645,FAM171A2,-0.633421,5.69E-11,2.59E-09,-8.701538,Down
GSE39645,TPD52L1,-1.3599,5.69E-11,2.59E-09,-8.701203,Down
GSE39645,ADCYAP1R1,-1.847724,5.87E-11,2.67E-09,-8.691582,Down
GSE39645,MSR1,2.577316,5.98E-11,2.7E-09,8.685526,Up
GSE39645,CMTM2,-1.303544,5.99E-11,2.7E-09,-8.685058,Down
GSE39645,FBXL2,1.167594,5.99E-11,2.7E-09,8.684932,Up
GSE39645,AQP11,1.739807,6.05E-11,2.72E-09,8.681956,Up
GSE39645,BLOC1S1-RDH5///RDH5,-0.671535,6.19E-11,2.77E-09,-8.674752,Down
GSE39645,SLC24A3,-1.047598,6.19E-11,2.77E-09,-8.674705,Down
GSE39645,PAPSS2,1.539093,6.22E-11,2.78E-09,8.673225,Up
GSE39645,DPT,-2.63623,6.38E-11,2.84E-09,-8.665007,Down
GSE39645,ALDH3A2,0.934661,6.41E-11,2.85E-09,8.663585,Up
GSE39645,LHFPL2,1.551749,6.74E-11,2.99E-09,8.647759,Up
GSE39645,ZNRF1,-0.576511,6.93E-11,3.06E-09,-8.639072,Down
GSE39645,MIF4GD,0.81843,7.06E-11,3.11E-09,8.633185,Up
GSE39645,HLA-DMA,2.071762,7.07E-11,3.11E-09,8.63256,Up
GSE39645,BIN1,0.985813,7.2E-11,3.15E-09,8.627025,Up
GSE39645,ALG5///ALG5,1.267538,7.21E-11,3.15E-09,8.626726,Up
GSE39645,TFEC,1.472287,7.23E-11,3.16E-09,8.625467,Up
GSE39645,NOV,2.317554,7.26E-11,3.16E-09,8.624267,Up
GSE39645,HEXA,1.335983,7.49E-11,3.25E-09,8.614448,Up
GSE39645,NUDT14,0.924864,7.51E-11,3.26E-09,8.613434,Up
GSE39645,SPINT2,1.609448,7.59E-11,3.28E-09,8.610391,Up
GSE39645,MEF2A,1.075036,7.6E-11,3.28E-09,8.609676,Up
GSE39645,CYP4F3,-1.258824,7.68E-11,3.3E-09,-8.606651,Down
GSE39645,IKBKB,0.924174,7.68E-11,3.3E-09,8.606419,Up
GSE39645,CTTNBP2NL,1.226261,8.37E-11,3.58E-09,8.579269,Up
GSE39645,CYP27A1,1.324575,8.38E-11,3.58E-09,8.579169,Up
GSE39645,RGS9,2.117807,8.74E-11,3.72E-09,8.565678,Up
GSE39645,CENPV,-1.367157,8.77E-11,3.73E-09,-8.564531,Down
GSE39645,IFIH1,1.737969,8.8E-11,3.73E-09,8.563662,Up
GSE39645,SELENBP1,-1.131368,8.91E-11,3.77E-09,-8.559627,Down
GSE39645,SETDB2,1.245338,9.06E-11,3.82E-09,8.554305,Up
GSE39645,PTK7,-0.949769,9.1E-11,3.83E-09,-8.552984,Down
GSE39645,ALCAM,1.686753,9.28E-11,3.89E-09,8.546884,Up
GSE39645,IRF9,0.883647,9.4E-11,3.94E-09,8.542724,Up
GSE39645,FAM65B,-1.602323,9.51E-11,3.97E-09,-8.53911,Down
GSE39645,NCKAP1L,1.777044,9.59E-11,4E-09,8.536469,Up
GSE39645,SYT11,2.116033,9.62E-11,4E-09,8.535437,Up
GSE39645,RUBCN,0.807832,9.64E-11,4E-09,8.534827,Up
GSE39645,UNC5C,-0.872716,9.67E-11,4E-09,-8.533827,Down
GSE39645,APLP2,1.034775,9.69E-11,4E-09,8.533285,Up
GSE39645,ZNF385D,-1.54292,9.76E-11,4.02E-09,-8.531104,Down
GSE39645,ISG15,1.925299,9.96E-11,4.09E-09,8.524478,Up
GSE39645,SEL1L,1.085664,1E-10,4.12E-09,8.522008,Up
GSE39645,IFIT1,2.503948,1.01E-10,4.14E-09,8.519442,Up
GSE39645,LATS2,1.532806,1.03E-10,4.18E-09,8.515392,Up
GSE39645,WBSCR17,1.980442,1.03E-10,4.19E-09,8.514372,Up
GSE39645,PPT2-EGFL8///EGFL8///PPT2,1.33885,1.04E-10,4.23E-09,8.51072,Up
GSE39645,TCEAL1,1.143283,1.07E-10,4.33E-09,8.502442,Up
GSE39645,FER,1.559172,1.08E-10,4.39E-09,8.497736,Up
GSE39645,NOS3,-0.731725,1.09E-10,4.41E-09,-8.495594,Down
GSE39645,ITFG2,0.724309,1.13E-10,4.53E-09,8.486181,Up
GSE39645,CARD11,1.219767,1.13E-10,4.53E-09,8.485489,Up
GSE39645,HOXA4,-0.61442,1.13E-10,4.54E-09,-8.483779,Down
GSE39645,C12orf56,2.165639,1.15E-10,4.58E-09,8.479937,Up
GSE39645,C6orf141,-0.679712,1.15E-10,4.58E-09,-8.479567,Down
GSE39645,BTN3A2,1.345215,1.16E-10,4.6E-09,8.476514,Up
GSE39645,GLI2,-0.659448,1.16E-10,4.6E-09,-8.476403,Down
GSE39645,STEAP1B,1.632987,1.16E-10,4.6E-09,8.476307,Up
GSE39645,CNPPD1,0.854599,1.16E-10,4.6E-09,8.475824,Up
GSE39645,EVI5,1.996807,1.2E-10,4.72E-09,8.466471,Up
GSE39645,PREP,1.247787,1.21E-10,4.76E-09,8.4634,Up
GSE39645,PLXNA3,1.197186,1.22E-10,4.79E-09,8.460679,Up
GSE39645,SUMF2,0.840965,1.24E-10,4.84E-09,8.4566,Up
GSE39645,CCDC112,0.869532,1.24E-10,4.84E-09,8.456372,Up
GSE39645,GBP2,2.097082,1.27E-10,4.94E-09,8.448923,Up
GSE39645,TLN1,1.045215,1.27E-10,4.95E-09,8.44763,Up
GSE39645,FCGR1CP///FCGR1B///FCGR1A,2.152456,1.3E-10,5.03E-09,8.441764,Up
GSE39645,SLC12A4,1.045341,1.31E-10,5.08E-09,8.437811,Up
GSE39645,NHS,-0.638781,1.32E-10,5.08E-09,-8.437173,Down
GSE39645,C20orf194,1.43745,1.34E-10,5.17E-09,8.431296,Up
GSE39645,PRSS23,1.520764,1.37E-10,5.29E-09,8.423557,Up
GSE39645,SSFA2,1.132443,1.38E-10,5.29E-09,8.422396,Up
GSE39645,SERGEF,0.769725,1.4E-10,5.36E-09,8.417807,Up
GSE39645,SAMD9,1.536323,1.41E-10,5.37E-09,8.41637,Up
GSE39645,ZNF334,1.028344,1.41E-10,5.38E-09,8.415076,Up
GSE39645,FRRS1L,1.328578,1.42E-10,5.41E-09,8.412465,Up
GSE39645,SBSPON,1.625709,1.42E-10,5.41E-09,8.412266,Up
GSE39645,KCNJ8,-0.951609,1.44E-10,5.46E-09,-8.408723,Down
GSE39645,SIPA1L1,1.419939,1.46E-10,5.54E-09,8.403355,Up
GSE39645,LARP6,-0.961081,1.47E-10,5.54E-09,-8.402579,Down
GSE39645,MGAT4B,0.934037,1.47E-10,5.54E-09,8.402167,Up
GSE39645,FAM53B,0.961803,1.5E-10,5.64E-09,8.395678,Up
GSE39645,PCDH20,-1.175293,1.53E-10,5.74E-09,-8.389749,Down
GSE39645,ZNF564///ZNF490,0.932989,1.53E-10,5.74E-09,8.389149,Up
GSE39645,COL4A1,1.317822,1.55E-10,5.77E-09,8.386327,Up
GSE39645,RNF14,1.001196,1.58E-10,5.88E-09,8.380148,Up
GSE39645,SNX24,1.841473,1.59E-10,5.91E-09,8.377826,Up
GSE39645,ABCC9,-1.985479,1.6E-10,5.95E-09,-8.375133,Down
GSE39645,MANBA,1.297303,1.61E-10,5.97E-09,8.373374,Up
GSE39645,TOM1L2,1.30096,1.65E-10,6.1E-09,8.366011,Up
GSE39645,RBP5,-1.118456,1.67E-10,6.15E-09,-8.362725,Down
GSE39645,KIF1A,2.018207,1.76E-10,6.46E-09,8.346414,Up
GSE39645,GAS2L3,1.850445,1.76E-10,6.46E-09,8.345689,Up
GSE39645,DACH1,-0.698264,1.76E-10,6.46E-09,-8.345498,Down
GSE39645,FCGR1CP///FCGR1B///FCGR1A,1.732529,1.79E-10,6.53E-09,8.341017,Up
GSE39645,WARS,1.508504,1.84E-10,6.73E-09,8.331283,Up
GSE39645,TLL1,-1.093574,1.85E-10,6.74E-09,-8.329882,Down
GSE39645,SELE,-2.635356,1.86E-10,6.76E-09,-8.328327,Down
GSE39645,ZMAT3,0.691078,1.87E-10,6.79E-09,8.326305,Up
GSE39645,TPP1,1.413039,1.9E-10,6.88E-09,8.321096,Up
GSE39645,IGSF3,-0.884797,1.9E-10,6.88E-09,-8.321082,Down
GSE39645,MOSPD2,1.63242,1.92E-10,6.92E-09,8.318601,Up
GSE39645,MYRIP,-0.899562,1.93E-10,6.93E-09,-8.317333,Down
GSE39645,GLI1,-1.037844,1.95E-10,7.01E-09,-8.313358,Down
GSE39645,FAM105A,1.614108,1.97E-10,7.06E-09,8.310375,Up
GSE39645,SYT7,-0.651758,1.99E-10,7.1E-09,-8.30815,Down
GSE39645,RTKN,1.167895,2.02E-10,7.22E-09,8.302084,Up
GSE39645,ERLIN2,0.957349,2.05E-10,7.3E-09,8.297544,Up
GSE39645,FHDC1,1.745645,2.06E-10,7.3E-09,8.297176,Up
GSE39645,FNDC5,-1.086363,2.06E-10,7.3E-09,-8.29671,Down
GSE39645,NAPEPLD,1.296323,2.09E-10,7.39E-09,8.292171,Up
GSE39645,SCCPDH,1.266371,2.11E-10,7.46E-09,8.288951,Up
GSE39645,C1QA,2.087336,2.13E-10,7.49E-09,8.286869,Up
GSE39645,TRPM3,-1.462519,2.18E-10,7.67E-09,-8.27892,Down
GSE39645,RNF213,1.141993,2.2E-10,7.72E-09,8.276259,Up
GSE39645,RND3,1.412941,2.21E-10,7.73E-09,8.275211,Up
GSE39645,PDGFC,1.452605,2.21E-10,7.73E-09,8.274707,Up
GSE39645,CMTM6,0.919254,2.25E-10,7.84E-09,8.269441,Up
GSE39645,SGCB,1.326004,2.28E-10,7.93E-09,8.265216,Up
GSE39645,PLXDC2,1.929414,2.3E-10,7.98E-09,8.262756,Up
GSE39645,SLC45A3///SLC45A3,-0.609042,2.33E-10,8.07E-09,-8.258421,Down
GSE39645,ABLIM3,0.98554,2.37E-10,8.19E-09,8.253447,Up
GSE39645,EPDR1,0.82942,2.38E-10,8.24E-09,8.251002,Up
GSE39645,CELF2,1.558573,2.39E-10,8.26E-09,8.249639,Up
GSE39645,ZDHHC4,0.591238,2.46E-10,8.46E-09,8.241424,Up
GSE39645,PGBD3///ERCC6,0.820645,2.48E-10,8.5E-09,8.239201,Up
GSE39645,SRGAP2D///SRGAP2C///SRGAP2B///SRGAP2,1.227184,2.48E-10,8.5E-09,8.238708,Up
GSE39645,CXCR1,-2.081807,2.49E-10,8.51E-09,-8.237918,Down
GSE39645,ADCY1,-0.743703,2.58E-10,8.82E-09,-8.2259,Down
GSE39645,SERAC1,0.885105,2.63E-10,8.97E-09,8.220038,Up
GSE39645,CPAMD8,-0.867169,2.64E-10,8.97E-09,-8.219449,Down
GSE39645,TBX18,-1.208179,2.65E-10,8.99E-09,-8.218118,Down
GSE39645,MGAT4A,1.856703,2.72E-10,9.18E-09,8.210104,Up
GSE39645,SLC15A4,0.905963,2.72E-10,9.18E-09,8.209952,Up
GSE39645,CAT,1.175894,2.72E-10,9.18E-09,8.209816,Up
GSE39645,KRT19,-1.657729,2.74E-10,9.22E-09,-8.207989,Down
GSE39645,ZNF766,1.011737,2.74E-10,9.22E-09,8.207251,Up
GSE39645,ZNF160,0.761246,2.75E-10,9.23E-09,8.206233,Up
GSE39645,ANTXR2,1.229206,2.76E-10,9.23E-09,8.205805,Up
GSE39645,BMP2K,1.424722,2.76E-10,9.23E-09,8.205262,Up
GSE39645,CCNDBP1,0.833587,2.88E-10,9.6E-09,8.192443,Up
GSE39645,FRMD5,1.388342,2.88E-10,9.6E-09,8.191719,Up
GSE39645,ELN,-0.883023,2.89E-10,9.61E-09,-8.190985,Down
GSE39645,FRY,-1.006915,2.93E-10,9.71E-09,-8.186981,Down
GSE39645,FOXD1,-0.965379,2.94E-10,9.75E-09,-8.185203,Down
GSE39645,CDIPT,1.131929,2.97E-10,9.8E-09,8.181997,Up
GSE39645,SLC16A9,-1.015451,2.98E-10,9.8E-09,-8.181874,Down
GSE39645,STX6,0.877726,2.98E-10,9.8E-09,8.181719,Up
GSE39645,ZMYND8,1.074233,3.02E-10,9.94E-09,8.176848,Up
GSE39645,SP140L,1.000015,3.04E-10,9.95E-09,8.175627,Up
GSE39645,INHBA///INHBA,-2.109367,3.04E-10,9.95E-09,-8.175272,Down
GSE39645,SMPD1,1.124241,3.09E-10,1.01E-08,8.169894,Up
GSE39645,HLA-DPB1,2.122982,3.12E-10,1.02E-08,8.167236,Up
GSE39645,RALBP1,0.967455,3.15E-10,1.03E-08,8.163659,Up
GSE39645,H2AFJ,1.407777,3.17E-10,1.03E-08,8.161923,Up
GSE39645,TAB2,1.370759,3.18E-10,1.03E-08,8.16114,Up
GSE39645,APH1B,1.336481,3.19E-10,1.03E-08,8.160435,Up
GSE39645,SLITRK2,1.507861,3.23E-10,1.04E-08,8.156794,Up
GSE39645,NMNAT2,-0.99091,3.3E-10,1.06E-08,-8.149548,Down
GSE39645,MBNL2,1.339407,3.31E-10,1.06E-08,8.14915,Up
GSE39645,COL14A1,2.517061,3.31E-10,1.07E-08,8.148269,Up
GSE39645,NRXN2,-0.765215,3.34E-10,1.07E-08,-8.145924,Down
GSE39645,ELMO1,1.726351,3.35E-10,1.07E-08,8.145259,Up
GSE39645,CADM1,0.906832,3.36E-10,1.07E-08,8.144327,Up
GSE39645,DGAT2,-1.172129,3.41E-10,1.09E-08,-8.139274,Down
GSE39645,PRICKLE1,-1.615672,3.43E-10,1.09E-08,-8.137353,Down
GSE39645,IFI35,1.162545,3.43E-10,1.09E-08,8.137314,Up
GSE39645,ZNF827,-0.706872,3.47E-10,1.1E-08,-8.133834,Down
GSE39645,APOBEC3C,1.653664,3.5E-10,1.11E-08,8.131324,Up
GSE39645,DYNLT3,1.095337,3.52E-10,1.11E-08,8.129788,Up
GSE39645,KDM3A,1.256318,3.53E-10,1.12E-08,8.128421,Up
GSE39645,ADPRM,0.858228,3.54E-10,1.12E-08,8.127576,Up
GSE39645,C1QB,1.899693,3.57E-10,1.12E-08,8.125442,Up
GSE39645,XG,-0.93904,3.59E-10,1.13E-08,-8.123523,Down
GSE39645,FBXO25,0.626266,3.62E-10,1.14E-08,8.12069,Up
GSE39645,HSPG2,1.672353,3.65E-10,1.14E-08,8.118108,Up
GSE39645,SERPINB6,0.8453,3.66E-10,1.14E-08,8.11757,Up
GSE39645,WNT2,-0.939278,3.72E-10,1.16E-08,-8.112342,Down
GSE39645,TIMP2,0.624002,3.75E-10,1.17E-08,8.10961,Up
GSE39645,GNG3,-0.676131,3.76E-10,1.17E-08,-8.109325,Down
GSE39645,IGSF21,1.505503,3.77E-10,1.17E-08,8.108284,Up
GSE39645,BTBD11,-0.691303,3.84E-10,1.19E-08,-8.102738,Down
GSE39645,KRCC1,1.38004,3.89E-10,1.2E-08,8.09869,Up
GSE39645,P2RX1,-0.705309,3.9E-10,1.2E-08,-8.097717,Down
GSE39645,RBM41,0.942468,3.91E-10,1.2E-08,8.097062,Up
GSE39645,EGLN3,-0.813889,3.92E-10,1.2E-08,-8.096266,Down
GSE39645,HAL,-0.978745,3.93E-10,1.21E-08,-8.095224,Down
GSE39645,KCND2,-1.103382,3.95E-10,1.21E-08,-8.093714,Down
GSE39645,REC8,0.956124,3.97E-10,1.21E-08,8.09255,Up
GSE39645,TNNT2,-1.439682,3.97E-10,1.21E-08,-8.092246,Down
GSE39645,EPB41L3,1.522405,3.97E-10,1.21E-08,8.091998,Up
GSE39645,RASGRF2,-1.251121,3.98E-10,1.21E-08,-8.091178,Down
GSE39645,POPDC3,1.639843,4.05E-10,1.23E-08,8.085921,Up
GSE39645,CD177,-1.176321,4.09E-10,1.24E-08,-8.083001,Down
GSE39645,PLAT,1.357171,4.09E-10,1.24E-08,8.082705,Up
GSE39645,P2RX4,1.499707,4.11E-10,1.24E-08,8.081395,Up
GSE39645,PARP8,1.184445,4.12E-10,1.24E-08,8.080938,Up
GSE39645,ZNF28,0.79618,4.14E-10,1.25E-08,8.07947,Up
GSE39645,CTSO,1.403891,4.2E-10,1.26E-08,8.074484,Up
GSE39645,PPP1R1B,-1.01959,4.27E-10,1.28E-08,-8.069736,Down
GSE39645,ME3,0.761225,4.28E-10,1.28E-08,8.068979,Up
GSE39645,PADI4,-1.029967,4.3E-10,1.29E-08,-8.067243,Down
GSE39645,FAM219B,0.826092,4.34E-10,1.29E-08,8.064745,Up
GSE39645,SGMS1,1.31023,4.34E-10,1.29E-08,8.064726,Up
GSE39645,SOX10,0.840934,4.34E-10,1.29E-08,8.064624,Up
GSE39645,CADM2,2.854003,4.35E-10,1.29E-08,8.063772,Up
GSE39645,HOXA3,-0.662691,4.37E-10,1.3E-08,-8.062184,Down
GSE39645,TCP11L1,0.916312,4.45E-10,1.32E-08,8.05642,Up
GSE39645,CREBL2,1.011551,4.56E-10,1.35E-08,8.049034,Up
GSE39645,GAPT,1.563523,4.56E-10,1.35E-08,8.048917,Up
GSE39645,GIMAP2,1.864418,4.71E-10,1.39E-08,8.038957,Up
GSE39645,GAA,1.311024,4.72E-10,1.39E-08,8.038575,Up
GSE39645,TLR7,1.982121,4.74E-10,1.39E-08,8.037432,Up
GSE39645,KLF5,-1.065832,4.76E-10,1.4E-08,-8.035891,Down
GSE39645,NHLRC3,1.229368,4.79E-10,1.4E-08,8.034074,Up
GSE39645,NRN1,1.947887,4.8E-10,1.4E-08,8.03348,Up
GSE39645,LAMP2,1.282072,4.81E-10,1.4E-08,8.032492,Up
GSE39645,RRAS,1.165898,4.82E-10,1.4E-08,8.032269,Up
GSE39645,GLDN,2.308508,4.9E-10,1.42E-08,8.026854,Up
GSE39645,TNXB///TNXA,-1.372038,4.91E-10,1.42E-08,-8.026563,Down
GSE39645,GPRC5A,-1.689176,4.92E-10,1.43E-08,-8.025413,Down
GSE39645,ADAP2,1.417927,4.93E-10,1.43E-08,8.025026,Up
GSE39645,ARID4A,1.443771,5E-10,1.44E-08,8.020641,Up
GSE39645,ECHDC1,1.579154,5E-10,1.44E-08,8.020387,Up
GSE39645,APP,0.714225,5.11E-10,1.47E-08,8.013907,Up
GSE39645,ORMDL2,0.864797,5.24E-10,1.51E-08,8.00609,Up
GSE39645,GRHL1,-0.806843,5.29E-10,1.52E-08,-8.003417,Down
GSE39645,CCDC115,0.914116,5.33E-10,1.53E-08,8.000962,Up
GSE39645,EBPL,-0.65863,5.33E-10,1.53E-08,-8.000588,Down
GSE39645,DDB2,0.851707,5.37E-10,1.53E-08,7.998523,Up
GSE39645,PHGDH,-1.074535,5.41E-10,1.54E-08,-7.996294,Down
GSE39645,WISP1,-0.627411,5.52E-10,1.57E-08,-7.990089,Down
GSE39645,FFAR2,-1.598709,5.53E-10,1.57E-08,-7.989577,Down
GSE39645,1,-1.286386,5.53E-10,1.57E-08,-7.989287,Down
GSE39645,C6,-1.209794,5.54E-10,1.57E-08,-7.98891,Down
GSE39645,COL28A1,2.107416,5.56E-10,1.57E-08,7.987807,Up
GSE39645,RAB11FIP2,1.277334,5.57E-10,1.57E-08,7.987402,Up
GSE39645,COMT,0.960457,5.58E-10,1.57E-08,7.986507,Up
GSE39645,PTPN5,-0.952828,5.67E-10,1.59E-08,-7.981853,Down
GSE39645,TSPAN15,1.393073,5.73E-10,1.61E-08,7.978596,Up
GSE39645,TIGAR,1.438387,5.74E-10,1.61E-08,7.97774,Up
GSE39645,MYZAP///GCOM1,-0.942859,5.77E-10,1.62E-08,-7.976197,Down
GSE39645,KALRN,-0.880179,5.84E-10,1.63E-08,-7.972754,Down
GSE39645,FOXS1,-0.880281,5.94E-10,1.66E-08,-7.967399,Down
GSE39645,RASSF9,-0.834129,6.03E-10,1.68E-08,-7.962674,Down
GSE39645,FAM26E,1.958029,6.21E-10,1.73E-08,7.95374,Up
GSE39645,CD4,1.596239,6.21E-10,1.73E-08,7.953356,Up
GSE39645,CXorf21,1.872969,6.22E-10,1.73E-08,7.952906,Up
GSE39645,RAB27B,-0.988152,6.24E-10,1.73E-08,-7.951933,Down
GSE39645,TMCO4,0.809301,6.29E-10,1.74E-08,7.949554,Up
GSE39645,BECN1,0.825426,6.33E-10,1.75E-08,7.94748,Up
GSE39645,SGCE,1.365297,6.45E-10,1.78E-08,7.941572,Up
GSE39645,PSME1,0.682963,6.51E-10,1.79E-08,7.938862,Up
GSE39645,DDIT4L,-0.832945,6.65E-10,1.83E-08,-7.932388,Down
GSE39645,HSPA4L,1.250967,6.7E-10,1.84E-08,7.930224,Up
GSE39645,HTR2A,-0.91914,6.73E-10,1.84E-08,-7.928573,Down
GSE39645,CA12,-1.191013,6.8E-10,1.86E-08,-7.925298,Down
GSE39645,FAM21A///FAM21C,1.272282,6.84E-10,1.87E-08,7.923676,Up
GSE39645,GPM6B,1.717367,6.88E-10,1.87E-08,7.921987,Up
GSE39645,ENO2,1.057771,6.89E-10,1.87E-08,7.921387,Up
GSE39645,NTM,1.400128,6.89E-10,1.87E-08,7.921178,Up
GSE39645,CEP350,1.247639,6.98E-10,1.89E-08,7.917299,Up
GSE39645,TGOLN2,0.788649,7.03E-10,1.91E-08,7.915123,Up
GSE39645,EPHA7,-0.97624,7.06E-10,1.91E-08,-7.913846,Down
GSE39645,TEX2,1.24388,7.06E-10,1.91E-08,7.913662,Up
GSE39645,SLC35A1,1.20532,7.2E-10,1.94E-08,7.907595,Up
GSE39645,CCDC80,-2.774458,7.28E-10,1.96E-08,-7.904254,Down
GSE39645,GSTK1,0.865526,7.33E-10,1.97E-08,7.902471,Up
GSE39645,PENK,2.14703,7.36E-10,1.98E-08,7.900805,Up
GSE39645,NCSTN,0.766304,7.47E-10,2E-08,7.896331,Up
GSE39645,MEOX2,-2.018817,7.49E-10,2E-08,-7.895645,Down
GSE39645,PPT1,1.168595,7.55E-10,2.02E-08,7.893325,Up
GSE39645,SLCO2B1,2.160561,7.74E-10,2.07E-08,7.885422,Up
GSE39645,ADPRH,0.874305,7.76E-10,2.07E-08,7.884496,Up
GSE39645,ATG4A,0.967998,7.84E-10,2.09E-08,7.881506,Up
GSE39645,ANXA2,0.650742,7.96E-10,2.11E-08,7.87677,Up
GSE39645,SCPEP1,1.043226,8.03E-10,2.13E-08,7.873971,Up
GSE39645,PIP4K2C,0.80586,8.03E-10,2.13E-08,7.87396,Up
GSE39645,TARSL2,0.993822,8.13E-10,2.15E-08,7.870293,Up
GSE39645,RYR3,-1.374733,8.26E-10,2.18E-08,-7.865368,Down
GSE39645,SNCAIP,-0.755258,8.39E-10,2.21E-08,-7.860402,Down
GSE39645,RAP1GDS1,1.421914,8.48E-10,2.23E-08,7.85745,Up
GSE39645,LRRC32,-1.356152,8.51E-10,2.24E-08,-7.856163,Down
GSE39645,METTL18,0.944629,8.57E-10,2.25E-08,7.854163,Up
GSE39645,CCDC85C,-0.66383,8.58E-10,2.25E-08,-7.853587,Down
GSE39645,KDM4C,1.013266,8.73E-10,2.28E-08,7.848351,Up
GSE39645,REEP1,-0.825809,8.75E-10,2.29E-08,-7.847619,Down
GSE39645,GTDC1,0.929034,8.82E-10,2.3E-08,7.845277,Up
GSE39645,KLHL4,-1.037855,8.9E-10,2.32E-08,-7.842236,Down
GSE39645,ACP6,1.14972,9.11E-10,2.37E-08,7.835353,Up
GSE39645,ZMYM6,0.654838,9.14E-10,2.37E-08,7.834135,Up
GSE39645,RHBDF1,1.280841,9.15E-10,2.37E-08,7.833769,Up
GSE39645,PPT2-EGFL8///AGPAT1,0.983412,9.15E-10,2.37E-08,7.833715,Up
GSE39645,ARPC1B,1.099529,9.38E-10,2.42E-08,7.826322,Up
GSE39645,IL18,1.89019,9.4E-10,2.43E-08,7.825452,Up
GSE39645,MIA-RAB4B///MIA,1.867527,9.52E-10,2.45E-08,7.821636,Up
GSE39645,KDSR,0.998121,9.55E-10,2.46E-08,7.820567,Up
GSE39645,MAPK12,-0.66982,9.79E-10,2.52E-08,-7.813111,Down
GSE39645,LMBRD1,1.324473,9.8E-10,2.52E-08,7.812633,Up
GSE39645,KRBOX4,0.729645,9.84E-10,2.52E-08,7.811391,Up
GSE39645,ERG,-1.036859,9.92E-10,2.54E-08,-7.809064,Down
GSE39645,NIPAL3,1.042362,1.01E-09,2.58E-08,7.804161,Up
GSE39645,CTSD,1.216318,1.01E-09,2.58E-08,7.802917,Up
GSE39645,STAT2,1.008737,1.03E-09,2.62E-08,7.798525,Up
GSE39645,CYP4X1,-1.115096,1.03E-09,2.62E-08,-7.79732,Down
GSE39645,EPHB6,-0.572289,1.05E-09,2.66E-08,-7.792528,Down
GSE39645,OS9,0.646489,1.05E-09,2.67E-08,7.791319,Up
GSE39645,ANXA1,0.595548,1.06E-09,2.67E-08,7.789865,Up
GSE39645,TSHZ2,-1.746929,1.07E-09,2.71E-08,-7.785351,Down
GSE39645,HTT,1.296431,1.07E-09,2.71E-08,7.784452,Up
GSE39645,FGFR2,-1.691824,1.11E-09,2.81E-08,-7.773412,Down
GSE39645,C8orf46,1.586621,1.12E-09,2.81E-08,7.772733,Up
GSE39645,RAB20,1.281342,1.12E-09,2.82E-08,7.771595,Up
GSE39645,DCSTAMP,-1.126519,1.12E-09,2.82E-08,-7.770559,Down
GSE39645,SLC46A3///SLC46A3,1.322299,1.13E-09,2.84E-08,7.768772,Up
GSE39645,NCALD,1.554551,1.13E-09,2.84E-08,7.76778,Up
GSE39645,C1QC,2.008561,1.14E-09,2.86E-08,7.765426,Up
